title,company,location,type,links,description,company_link,comp_logo_link
Software Quality Engineer,Casita,"Dokki, Giza, Egypt",['Full Time'],https://wuzzuf.net/jobs/p/UpqvUmaUQwO9-Software-Quality-Engineer-Casita-Giza-Egypt?o=25&l=sp&t=sj&a=software testing jobs|search-v3|navbl,"['We are looking for a Quality Engineer (QA/QC) to develop and execute exploratory and automated tests to ensure product quality.', 'Quality engineer responsibilities include designing and implementing tests, debugging and defining corrective actions. You will also review system requirements and track quality assurance metrics (e.g. defect densities and open defect counts.)', 'The Quality engineer role plays an important part in our company’s product development process. Our ideal candidate will be responsible for conducting tests before product launches to ensure software runs smoothly and meets client needs while being cost-effective. If you hold an engineering background and enjoy providing end-to-end solutions to software quality problems, we’d like to meet you.', 'Ultimately, you should monitor all stages of software development to identify and resolve system malfunctions to meet quality standards.', 'Review requirements, specifications and technical design documents to provide timely and meaningful feedback', 'Create a detailed, comprehensive and well-structured test plans and test cases', 'Estimate, prioritize, plan and coordinate testing activities', 'Design, develop and execute automation scripts using open source tools', 'Identify, record, document thoroughly and track bugs', 'Perform thorough regression testing when bugs are resolved', 'Develop and apply testing processes for new and existing products to meet client needs', 'Liaise with internal teams (e.g. developers and product managers) to identify system requirements', 'Monitor debugging process results', 'Investigate the causes of non-conforming software and train users to implement solutions', 'Track quality assurance metrics, like defect densities and open defect counts', 'Stay up-to-date with new testing tools and test strategies.']",https://wuzzuf.net/jobs/careers/Casita-Egypt-47449,https://images.wuzzuf-data.net/files/company_logo/Casita-Egypt-47449-1640699891.png
Software Tester,webSTDY,"Mohandessin, Giza, Egypt",['Full Time'],https://wuzzuf.net/jobs/p/DrtlshBd7HCl-Software-Tester-webSTDY-Giza-Egypt?o=26&l=sp&t=sj&a=software testing jobs|search-v3|navbl,['• Writing clear bug reports\xa0• Testing software releases by executing assigned tests\xa0• Experience in both Mobile & Web Testing & APIs• Tracks defects and helps troubleshoot errors• Reporting overall project status and generating statistics• Contribute in Improving Test Process'],https://wuzzuf.net/jobs/careers/webSTDY-Egypt-34266,https://images.wuzzuf-data.net/files/company_logo/127948228761d87cbe5ce46.png
Software Quality Control Team Lead,Confidential,"Giza, Egypt",['Full Time'],https://wuzzuf.net/jobs/p/aczxR2tt6cQR-Software-Quality-Control-Team-Lead-Giza-Egypt?o=27&l=sp&t=sj&a=software testing jobs|search-v3|navbl,"['Leading and collaborating with software testers in the testing process to achieve the optimum quality on time.', 'Reviewing the test basis and test cases.', 'Collaborating with the software testers in analyzing and designing processes to implement good test cases.', 'Supervise in maintaining the test cases during different testing phases.', 'Monitoring and Following up with the team members the testing and issues status during the software lifecycle.', 'Implement risk management techniques for better test case writing.', 'Contribute in test planning for Agile projects, also contribute in risk analysis.', 'Business Analysis and Design for many projects.', 'Experience in Requirement Collection from the Client for some projects.']","Link not found, the company prefer to keep its name hidden!!","Logo not found, the company prefer to keep its name hidden!!"
Software Quality Engineer,Smartpan,"Nasr City, Cairo, Egypt",['Full Time'],https://wuzzuf.net/jobs/p/ZuocWcoFoLcp-Software-Quality-Engineer-Smartpan-Cairo-Egypt?o=28&l=sp&t=sj&a=software testing jobs|search-v3|navbl,"['Review and analyze requirements, specifications, and technical design documents, providing timely feedback.', 'Analyzing user stories/use cases/requirements for validity and feasibility.', 'Plan, design, develop and execute clear, comprehensive test cases for software', 'Record and track any complaints or issues, including the cause and solution, through both tracking systems and records', 'Reporting overall project status and generating statistics']",https://wuzzuf.net/jobs/careers/Smartpan-Egypt-19014,https://images.wuzzuf-data.net/files/company_logo/11131699716237088dd3ae8.jpeg
Software Tester,Etisalat Egypt,"Maadi, Cairo, Egypt",['Full Time'],https://wuzzuf.net/jobs/p/PLodTXNEVNUi-Software-Tester-Etisalat-Egypt-Cairo-Egypt?o=29&l=sp&t=sj&a=software testing jobs|search-v3|navbl,"['Preparation of Test Scenarios & Test Cases in compliance with the business requirements', 'Preparation of pre-requisites: test data: accounts, vouchers, etc. required for test execution across multiple Test Environments.', 'Execution of Test Cases in multiple Test Environments to ensure the implemented functionalities are working as per End-User perspective.', 'Mentoring team member as Subject Matter Expert during Test Preparation & Test Execution.', 'Defect Reporting and Defect Management', 'Coordination between other stakeholders (PD, IT & Engineering) to ensure timely resolutions for reported defects to ensure UAT Completion as per UAT Plan.', 'Archival of Test Results (Proof of Test) for future reference (Product Support Activities)', 'Must have excellent verbal and written skills to be able to articulate defects to a high level of details and document them into the software tracking system', 'Understanding of software development life cycle methodologies (particularly Agile) is necessary. Hands-on experience with V-Model, Waterfall and Agile/Scrum process environments.', 'Experience with test management and execution tools (particularly IBM Rational suite, JIRA)']",https://wuzzuf.net/jobs/careers/Etisalat-Misr-Egypt-4219,https://images.wuzzuf-data.net/files/company_logo/Etisalat-Misr-Egypt-4219-1656427377.png
Software Quality Engineer,classera,"Cairo, Egypt",['Full Time'],https://wuzzuf.net/jobs/p/iXcuhPdSoHnu-Software-Quality-Engineer-classera-Cairo-Egypt?o=30&l=sp&t=sj&a=software testing jobs|search-v3|navbl,"['Create, review and execute automated / manual test cases', 'Develop and execute all levels of testing (System, Integration, and Regression)', 'Analyze users stories and/use cases/requirements for validity and feasibility', 'Be a product expert who understands how the features should work in all situations and the impact on the rest of the system.', 'Use this insight to identify when the product is working incorrectly and assist the team with prioritizing issues that need to be fixed', 'Participate in product and feature design with developers, usability specialists, user interface designers, and product managers', 'Be a self-starter with the ability to deliver on time with quality and also handle multiple tasks simultaneously', 'Provide support and documentation']",https://wuzzuf.net/jobs/careers/Eureka-Egypt-27241,https://images.wuzzuf-data.net/files/company_logo/5656882746320a11dc262b.jpeg
Senior Software Tester - Cairo,Etisalat Egypt,"Maadi, Cairo, Egypt",['Full Time'],https://wuzzuf.net/jobs/p/lhDjn5DArsZf-Senior-Software-Tester---Cairo-Etisalat-Egypt-Cairo-Egypt?o=31&l=sp&t=sj&a=software testing jobs|search-v3|navbl,"['Preparation of Test Scenarios & Test Cases in compliance with the business requirements', 'Preparation of pre-requisites: test data: accounts, vouchers, etc. required for test execution across multiple Test Environments.', 'Execution of Test Cases in multiple Test Environments to ensure the implemented functionalities are working as per End-User perspective.', 'Mentoring team member as Subject Matter Expert during Test Preparation & Test Execution.', 'Defect Reporting and Defect Management', 'Coordination between other stakeholders (PD, IT & Engineering) to ensure timely resolutions for reported defects to ensure UAT Completion as per UAT Plan.', 'Archival of Test Results (Proof of Test) for future reference (Product Support Activities)', 'Must have excellent verbal and written skills to be able to articulate defects to a high level of details and document them into the software tracking system', 'Understanding of software development life cycle methodologies (particularly Agile) is necessary. Hands-on experience with V-Model, Waterfall and Agile/Scrum process environments.', 'Experience with test management and execution tools (particularly IBM Rational suite, JIRA)']",https://wuzzuf.net/jobs/careers/Etisalat-Misr-Egypt-4219,https://images.wuzzuf-data.net/files/company_logo/Etisalat-Misr-Egypt-4219-1656427377.png
Software Tester - Quality Assurance 22001,Confidential,"Cairo, Egypt",['Full Time'],https://wuzzuf.net/jobs/p/6tJ6evG4Akez-Software-Tester---Quality-Assurance-22001-Cairo-Egypt?o=32&l=sp&t=sj&a=software testing jobs|search-v3|navbl,"['Analyzing user’s stories and/use cases/requirements for validity and feasibility', 'Collaborate closely with other team members and departments', 'Design and develop automation scripts when needed', 'Detect and track software defects and inconsistencies', 'Provide timely solutions', 'Apply quality engineering principals throughout the Agile product lifecycle', 'Provide support and documentation', 'Analyze, report and document technical issues.', 'Provide accurate estimations of the deliverable and fulfill them (time estimation and story sizing).', 'Document and maintain software functionality.', 'Conduct post-release/ post implementation testing.', 'Perform Functional and non-functional testing.', 'Provide technical expertise and guidance in the design, development, implementation, and maintenance of test processes.', 'Help troubleshoot issues.', 'Technical Support Tasks is a Plus']","Link not found, the company prefer to keep its name hidden!!","Logo not found, the company prefer to keep its name hidden!!"
Test Automation Engineer,Ejada (Cairo),"Cairo, Egypt",['Full Time'],https://wuzzuf.net/jobs/p/Xlj1GgIbTOOn-Test-Automation-Engineer-Ejada-Cairo-Cairo-Egypt?o=33&l=sp&t=sj&a=software testing jobs|search-v3|navbl,"['Years of experience +6 years', 'Has experience in JMeter and MS LoadRunner', 'Has experience in selenium and MF UFT', 'Has experience in Appium', 'Has experience with DEVOPs tools like Jenkins or TFS', 'To be graduate from Computer science']",https://wuzzuf.net/jobs/careers/Ejada--Cairo--Egypt-9273,https://images.wuzzuf-data.net/files/company_logo/Ejada--Cairo--Egypt-9273.jpg
Senior Test Engineer (Remotely),The Group,"Cairo, Egypt","['Full Time', 'Work From Home']",https://wuzzuf.net/jobs/p/rALW9g4mLX3p-Senior-Test-Engineer-Remotely-The-Group-Cairo-Egypt?o=34&l=sp&t=sj&a=software testing jobs|search-v3|navbl,"['Analyze business requirements and functional specifications documents.', 'Create, Review and execute test cases.', 'Prepare test data, scripts, matrices, checklists and other test documents based on the projects needs.', 'Report bugs describing the problems accurately and clearly.', 'Identify anticipated risks and concerns before their\xa0occurrence.', 'Analyze test results and write detailed test reports describing the projects status accurately.', 'Prepare and plan for staging and production, smoke test and sign off on staging and production packages.']",https://wuzzuf.net/jobs/careers/The-Group-Qatar-74498,https://images.wuzzuf-data.net/files/company_logo/1297829263624303976a1b0.jpeg
Software Quality Control Engineer,Omnix International,"Maadi, Cairo, Egypt",['Full Time'],https://wuzzuf.net/jobs/p/uhP1bgswwKGa-Software-Quality-Control-Engineer-Omnix-International-Cairo-Egypt?o=35&l=sp&t=sj&a=software testing jobs|search-v3|navbl,"['Create an effective and efficient testing standards to be used across the product.', 'Create detailed, comprehensive, and well-structured test cases.', 'Report defects and enhancements on issue tracking system.', 'Create, prepare, and maintain testing environments.', 'Perform System Testing, Functionality Testing, Security Testing, Accessibility Testing of new applications and existing software enhancements to ensure they meet design specifications.', 'Perform thorough regression testing when bugs are resolved.', 'Contribute in conjunction with other members of the team to ensure all software errors are identified and corrected.']",https://wuzzuf.net/jobs/careers/Omnix-International-Egypt-79715,https://images.wuzzuf-data.net/files/company_logo/Omnix-International-Egypt-79715-1656925184.jpg
Software Quality Control Engineer,eVision,"New Cairo, Cairo, Egypt","['Full Time', 'Work From Home']",https://wuzzuf.net/jobs/p/SmbnZq9wzdYL-Software-Quality-Control-Engineer-eVision-Cairo-Egypt?o=36&l=sp&t=sj&a=software testing jobs|search-v3|navbl,"['Executes different types of testing ex: Functional Test, Usability Test, Compatibility Test, Integration Test, Regression Test and Smoke Test to discover functional defects and usability issues.', 'Analyzes and tracks complex defects.', 'Translates user based stories and acceptance criteria into testing cases.', 'Review product design documentation to ensure that the requirements stated is correct, unambiguous, and verifiable.', 'Maintain effective communication with the project software engineers on project limitation, capability, performance requirement and hardware interface changes.', 'Monitor application performance after implementation to prevent re-occurrence of program operating problems and ensure efficiency of operation.']",https://wuzzuf.net/jobs/careers/eVision-Egypt-7064,https://images.wuzzuf-data.net/files/company_logo/eVision-Egypt-7064-1579005295.png
Software Tester (Manual Testing),Atomica,"Cairo, Egypt","['Full Time', 'Work From Home']",https://wuzzuf.net/jobs/p/3V8k7hEUQwHI-Software-Tester-Manual-Testing-Atomica-Cairo-Egypt?o=37&l=sp&t=sj&a=software testing jobs|search-v3|navbl,"['Analyze user stories, use cases, and requirements for validity and feasibility', 'Detect and track software defects and inconsistencies', 'Execute all levels of testing (System, Integration, and Regression)', 'Ensure the team always has an adequate amount of prior prepared tasks to work on', 'Review the tasks delivered by the team while following up on its progress and ensure that it meets the determined criteria', 'Communicate effectively with team members to achieve project goals', 'Schedule and lead meetings to identify and fix issues', 'Design, develop, and implement best quality practices and processes for product development.', 'Reviewing software requirements and preparing test scenarios.', 'Executing tests on software usability.', 'Report test execution and project quality status to the team lead.', 'Takes higher ownership of the tasks and duties assigned', 'Writing and executing test cases and test plans.', 'Collaborate with a cross-functioning and self-organizing team to design and ship apps iteratively in an Agile environment.', 'Designs testing scenarios and test cases that will demonstrate conformance to all functional and non-functional requirements, relative to the test level, as defined in business or technical specifications.', 'Executes tasks related to the Test Plan, test cases, test scripts, and test data.', 'Constantly be on the lookout for ways to improve monitoring, discover issues, and deliver better value to the customer.', 'Suggest product enhancements to improve user experience.', 'Keep track of industry trends', 'Analyze competition', 'Conduct research to identify customer needs and market gaps.']",https://wuzzuf.net/jobs/careers/Atomica-Egypt-72754,https://images.wuzzuf-data.net/files/company_logo/846721096621648c7862a0.png
Software Tester,Dimofinf Operations Center,"Nasr City, Cairo, Egypt",['Full Time'],https://wuzzuf.net/jobs/p/zi1HZsPhKgl5-Software-Tester-Dimofinf-Operations-Center-Cairo-Egypt?o=38&l=sp&t=sj&a=software testing jobs|search-v3|navbl,"['Review requirements and design specifications', 'Designing, executing, and maintaining test cases and test scenarios', 'Testing software releases by executing assigned tests (manual and automated)', 'Competitive salary package', 'Career path', 'Work from home availability \xa03 to 6 months later based on the performance \xa0and the commitment', 'Medical and social insurance paid', 'Gaming Area to enjoy your break time']",https://wuzzuf.net/jobs/careers/Dimofinf-Operations-Center-Egypt-56,https://images.wuzzuf-data.net/files/company_logo/Dimofinf-Operations-Center-Egypt-56.png
Quality Control Software Engineer,Confidential,"6th of October, Giza, Egypt",['Full Time'],https://wuzzuf.net/jobs/p/Wj25Qys06Bmf-Quality-Control-Software-Engineer-Giza-Egypt?o=39&l=sp&t=sj&a=software testing jobs|search-v3|navbl,"['Working with software developers and project support teams', 'Identifying business requirements', 'Functional testing', 'Writing and executing test scripts', 'Running manual testing', 'Writing bug reports', 'Reviewing documentation', 'Working towards departmental and project deadlines', 'Working on multiple projects at one time', 'Design, implementation and documentation of acceptance and regression tests during sprints and creation of test scenarios', 'Ensure that the quality standards and methods are adhered to in the customer projects.', 'Help with test effort estimations and reporting of test progress and status.']","Link not found, the company prefer to keep its name hidden!!","Logo not found, the company prefer to keep its name hidden!!"
Senior Software Automation Tester,Luftborn,"Heliopolis, Cairo, Egypt",['Full Time'],https://wuzzuf.net/jobs/p/gKuwkWl7q0gG-Senior-Software-Automation-Tester-Luftborn-Cairo-Egypt?o=40&l=sp&t=sj&a=software testing jobs|search-v3|navbl,"['As a Tester, you will work with Developers and Product Owners to ensure the user stories are understood, attend sprint-planning sessions, agree, and write the acceptance criteria. Taking ownership of the testing phase to ensure all acceptance criteria is met and the overall quality of the deliverable is of the highest standard.']",https://wuzzuf.net/jobs/careers/The-New-Firm-Egypt-56206,https://images.wuzzuf-data.net/files/company_logo/821906650629630d7a0556.png
Senior Software Quality Control,Confidential,"Giza, Egypt",['Full Time'],https://wuzzuf.net/jobs/p/SyUIjILYnA0b-Senior-Software-Quality-Control-Giza-Egypt?o=41&l=sp&t=sj&a=software testing jobs|search-v3|navbl,"['Leading and collaborating with software testers in the testing process to achieve the optimum quality on time.', 'Reviewing the test basis and test cases.', 'Collaborating with the software testers in analyzing and designing processes to implement good test cases.', 'Supervise in maintaining the test cases during different testing phases.', 'Monitoring and Following up with the team members the testing and issues status during the software lifecycle.', 'Implement risk management techniques for better test case writing.', 'Contribute in test planning for Agile projects, also contribute in risk analysis.', 'Business Analysis and Design for many projects.', 'Experience in Requirement Collection from the Client for some projects.']","Link not found, the company prefer to keep its name hidden!!","Logo not found, the company prefer to keep its name hidden!!"
Senior Software Engineer,OneCommerce,"Maadi, Cairo, Egypt",['Full Time'],https://wuzzuf.net/jobs/p/33Rk7IjKq5U1-Senior-Software-Engineer-OneCommerce-Cairo-Egypt?o=42&l=sp&t=sj&a=software testing jobs|search-v3|navbl,"['You are a passionate senior software engineer who loves staying ahead of the curve and experimenting with new software, technologies and environments.', 'You are looking to join a nimble, fast-growing, constantly changing organisation that is creating a big impact in the Middle East and North Africa region.', 'You are an outstanding team player who makes friends easily and has a great attitude towards continuous feedbacks & self-improvement.', 'Create high-quality, robust, production-ready software in Typescript / React', 'Finish assigned issues on time and meet deadlines', 'Work under pressure and over time when the team is late on delivery', 'Communicate clearly with your colleagues, team lead and other stakeholders']",https://wuzzuf.net/jobs/careers/OneCommerce-Egypt-81980,https://images.wuzzuf-data.net/files/company_logo/62645109631488a8c510a.png
Senior Software Quality Assurance Specialist,Smart IT,"Nasr City, Cairo, Egypt",['Full Time'],https://wuzzuf.net/jobs/p/UpR1I2cuiQQz-Senior-Software-Quality-Assurance-Specialist-Smart-IT-Cairo-Egypt?o=43&l=sp&t=sj&a=software testing jobs|search-v3|navbl,"['Develops automated testing systems using commercial tools, scripts and data set. · Ensures that all items follow the change management process and are entered and tracked through the change management software', 'Works directly with the appropriate team to understand project concept, objectives, and approach of software development projects.', 'Defines scope and objectives of all levels of QA testing.', 'Participate in all aspects of testing, including functional, regression, load and system testing.', 'Responsible for the overall success of testing. Manages assigned projects from Software Quality Testing through final User Acceptance Testing.', 'Establishes the purpose and deliverables of the test effort.', 'Provides resource planning, management and resolution of issues that impede the test effort.', 'Assures the appropriate level of quality by the resolution of important defects by working with developers to ensure the software development process has an appropriate level of testing.', 'Creates effective manual and automated test plans, using a variety of toolsets, including Rational Test Manager. Rational Robot, and other automated tools.', 'Performs black box testing as required.', 'Works collaboratively with development during all stages of projects to provide in process testing results.', 'Coordinates groups of business personnel who test, evaluate and validate new functions and applications, and identify issues in software or services.', 'Records and reports on testing metrics.', 'Obtains final sign off for code releases to production from the appropriate Project Manager.', 'Track and report defects using appropriate tools']",https://wuzzuf.net/jobs/careers/Smart-IT-Egypt-31254,https://images.wuzzuf-data.net/files/company_logo/Smart-IT-Egypt-31254-1538299667.png
Software Quality Control Engineer,Kick Start Interactive,"Dokki, Giza, Egypt",['Full Time'],https://wuzzuf.net/jobs/p/RGydm1PudXnV-Software-Quality-Control-Engineer-Kick-Start-Interactive-Giza-Egypt?o=44&l=sp&t=sj&a=software testing jobs|search-v3|navbl,"['Create detailed, comprehensive, and well-structured test plans and test cases.', 'Estimate, prioritize, plan and coordinate testing activities.', 'Design, develop and execute automation scripts using open-source tools.', 'Identify, record, document thoroughly, and track bugs.', 'Perform thorough regression testing when bugs are resolved.', 'Support in problem-solving and applying testing processes to meet client needs.', 'Liaise with internal teams (developers and managers) to identify system requirements.', 'Monitor debugging process results.', 'Investigate the causes of non-conforming software and train users to implement solutions.', 'Track quality assurance metrics, like defect densities and open defect counts.', 'Stay up to date with new testing tools and test strategies.']",https://wuzzuf.net/jobs/careers/Kick-Start-Interactive-Egypt-8629,https://images.wuzzuf-data.net/files/company_logo/Kick-Start-Interactive-Egypt-8629.png
Software Analyst & Tester,INTERNET SOLUTIONS,"Sheikh Zayed, Giza, Egypt",['Full Time'],https://wuzzuf.net/jobs/p/U6zKqdrtK71i-Software-Analyst-Tester-INTERNET-SOLUTIONS-Giza-Egypt?o=45&l=sp&t=sj&a=software testing jobs|search-v3|navbl,"['Responsible for system analysis and system testing.', 'Works closely with the Product Sales & Development team to analyze requirements and test cases.', ""Analyzing clients' existing systems and business models."", 'Troubleshoot any reported bug and support in performing the root cause analysis.', 'Conduct software deployments and maintenance actions.', 'Translating client requirements into highly specified project briefs.', 'Design project blueprint & required analysis files & diagrams.', 'Planning and working flexibly to deadlines.', 'Supporting users on change control and system updates.', 'Providing training and user manuals to users of a new system.', 'Keeping up to date with technical and industry developments.']",https://wuzzuf.net/jobs/careers/INTERNeT-SOLUTIONS-Egypt-22057,https://images.wuzzuf-data.net/files/company_logo/INTERNeT-SOLUTIONS-Egypt-22057-1583224532.jpg
